Temperature,L,R,A_M,mass,Type
5830.070651083036,1.37,0.23721706135653503,4.751,0.26812857142857144,Dwarf
4993.736746172879,87.25,2.2101234345454412,0.421,1087.5089285714287,Giant
6806.558765443766,10.59,0.5649107475565371,2.327,16.02115714285714,Dwarf
5987.189979065372,1.39,0.23267183604215452,4.662,0.27601428571428566,Dwarf
5983.249561845766,1.37,0.23114399843356376,4.732,0.26812857142857144,Other
6384.357040814874,4.87,0.4084197824845449,3.228,3.3881285714285716,Other
5646.525937576086,1.77,0.27839713491314205,4.447,0.4475571428571429,Dwarf
6580.881646344008,16.56,0.7306435279181811,1.877,39.17622857142857,Dwarf
6303.954099405309,3.01,0.32518436864764466,3.766,1.2942999999999998,Dwarf
6869.609713098875,19.78,0.764963186456399,1.664,55.89262857142858,Dwarf
5875.134233597396,4.85,0.4429069868454184,3.36,3.3603571428571426,Dwarf
5429.730751587964,0.69,0.18076140432631366,5.531,0.06801428571428571,Dwarf
6178.907041144341,9.89,0.6013757894523127,2.518,13.973157142857145,Dwarf
6071.247254879856,5.57,0.45931341850913393,3.132,4.432128571428572,Dwarf
6955.680236822806,4.33,0.3534791445506714,3.299,2.6784142857142856,Dwarf
6950.232159734053,7.14,0.4542649719608822,2.76,7.2828,Dwarf
6260.222136267419,2.61,0.30492284663366975,3.913,0.9731571428571427,Dwarf
6780.656605633341,5.06,0.39197914682091217,3.146,3.6576571428571425,Dwarf
6843.184916139754,31.19,0.9642926743459997,1.166,138.97372857142858,Dwarf
6420.80748744367,19.68,0.8163611972795899,1.706,55.32891428571428,Other
6561.602109895485,3.44,0.3339864021683994,3.66,1.6905142857142856,Dwarf
4716.48182136663,22.5,1.188317655969198,2.004,72.32142857142857,Dwarf
6547.222484879559,17.43,0.7534441237839918,1.832,43.40069999999999,Dwarf
5286.7087555232765,0.37,0.13594866022108076,6.251,0.019557142857142856,Dwarf
5987.189979065372,4.68,0.4269326246983421,3.341,3.128914285714285,Dwarf
6030.905632789332,6.72,0.5078805243036878,2.958,6.451199999999999,Dwarf
6595.421995871784,6.18,0.445359894042609,2.995,5.4560571428571425,Dwarf
6490.379226503312,13.84,0.6772631213567871,2.085,27.363657142857143,Dwarf
8649.669831221829,21.81,0.6379516401185283,1.512,67.95372857142857,Dwarf
5928.662795375081,1.62,0.2536648041742295,4.505,0.3749142857142858,Other
6366.29885586778,4.75,0.40450066367622,3.292,3.2232142857142856,Dwarf
6837.926421274538,33.12,0.994443690187189,1.101,156.70491428571427,Other
5901.768262850707,6.14,0.4960911604637248,3.109,5.385657142857142,Other
5875.134233597396,1.07,0.20803363176072032,4.979,0.16355714285714287,Dwarf
4662.560527320384,48.53,1.7653877907089348,1.196,336.4515571428572,Giant
10625.406633713012,146.79,1.3472932424028052,-0.33,3078.1863,Dwarf
5867.57180466523,1.28,0.2278274386095582,4.769,0.23405714285714288,Dwarf
6352.827420303602,12.18,0.6491066259488004,2.274,21.193199999999997,Dwarf
5944.149606353677,7.13,0.5307799254932231,2.886,7.262414285714286,Other
7112.093996658919,4.1,0.33639838043846265,3.448,2.4014285714285712,Dwarf
6801.361162166721,12.41,0.611997304531948,2.235,22.001157142857146,Other
6370.803054295158,2.99,0.3207014106912243,3.762,1.277157142857143,Dwarf
6014.92985129542,1.36,0.2290858912979193,4.759,0.2642285714285715,Dwarf
6513.933703222605,16.99,0.7476749167376268,1.913,41.237157142857136,Dwarf
6476.334733465545,12.08,0.6341085885334179,2.235,20.84662857142857,Dwarf
4801.110025544659,72.06,2.089127404047021,0.708,741.8062285714286,Giant
6225.704592092701,2.26,0.28531536855049006,4.085,0.7296571428571427,Other
5036.970817359684,0.37,0.14268912772244152,6.309,0.019557142857142856,Dwarf
5890.322012321262,2.69,0.329000500225911,3.963,1.0337285714285713,Dwarf
4641.812807489934,57.11,1.9236582230969317,1.027,465.9360142857143,Giant
5474.912625706403,46.77,1.475930637748661,0.943,312.49041428571434,Giant
6790.991757348858,12.84,0.6234602426884754,2.134,23.55222857142857,Dwarf
5554.2639690201895,2.86,0.35976255288725956,3.962,1.1685142857142856,Other
6499.778878315434,14.17,0.6842988318207102,2.097,28.68412857142857,Other
6988.564781536702,28.82,0.9076500767032458,1.234,118.65605714285714,Giant
5670.983533865833,1.91,0.28795044436741324,4.377,0.5211571428571429,Other
5800.437593085512,3.65,0.38917517500324467,3.639,1.9032142857142857,Giant
6806.558765443766,34.02,1.0125092790360535,1.073,165.33720000000002,Dwarf
5191.846537978043,1.44,0.2730982107479996,4.786,0.2962285714285714,Dwarf
4711.740843614084,67.21,2.055866965487519,0.819,645.3120142857142,Giant
5742.128942309952,2.87,0.34860006482309724,3.923,1.1767,Dwarf
6689.152681342666,9.6,0.5472981288218703,2.468,13.165714285714285,Dwarf
5800.437593085512,2.04,0.2909469312581561,4.285,0.5945142857142857,Dwarf
4980.386823978706,3.58,0.4488878944493032,3.888,1.8309142857142857,Dwarf
5183.138231701975,0.93,0.21984072043405276,5.278,0.12355714285714288,Dwarf
5547.557630890965,1.92,0.2951265272203002,4.386,0.5266285714285714,Dwarf
5987.189979065372,1.24,0.21975929814126374,4.809,0.21965714285714286,Dwarf
6595.421995871784,6.06,0.4410148155645536,3.017,5.2462285714285715,Dwarf
6499.778878315434,5.1,0.41053100416794064,3.188,3.7157142857142853,Dwarf
4808.5134012449425,18.51,1.057187049376717,2.181,48.945728571428575,Giant
6513.933703222605,7.8,0.5065979440457996,2.73,8.69142857142857,Other
6264.565874307395,9.86,0.5922525411838808,2.514,13.888514285714283,Dwarf
6429.990488239978,2.68,0.3008267988063118,3.903,1.026057142857143,Dwarf
7032.940844078744,8.95,0.5026133374363011,2.508,11.443214285714285,Dwarf
6071.247254879856,1.59,0.24540313007352457,4.52,0.3611571428571429,Other
6375.314140191938,2.79,0.3095707847578005,3.869,1.1120142857142858,Other
5629.193860258677,11.07,0.698372389289645,2.472,17.50641428571429,Dwarf
4742.7381778526815,31.51,1.3984743563113748,1.642,141.8400142857143,Giant
6853.728300608523,6.49,0.43919250515324476,2.92,6.017157142857143,Other
6067.1869856988405,1.56,0.24323965298450964,4.544,0.3476571428571429,Other
6026.903140414548,7.44,0.5347511307971403,2.814,7.907657142857144,Dwarf
6448.441918845357,3.34,0.3348712757301011,3.638,1.5936571428571429,Dwarf
5601.697844213074,1.3,0.2404979908772003,4.806,0.24142857142857146,Dwarf
5420.15213524512,0.77,0.19129047326532317,5.418,0.0847,Dwarf
6042.9474773972215,1.41,0.23217753310383654,4.646,0.28401428571428566,Other
6513.933703222605,3.38,0.3334835927922394,3.653,1.6320571428571427,Dwarf
5259.658008992496,0.65,0.1811167545754914,5.635,0.060357142857142866,Dwarf
5894.132132217435,1.47,0.2430514719985519,4.658,0.3087,Dwarf
4040.8745167029583,694.65,7.7066761858934125,-1.293,68934.08892857142,Giant
6166.275261730199,13.15,0.6948633799106163,2.175,24.70321428571429,Dwarf
5020.665377025431,0.38,0.14507413074805203,6.289,0.02062857142857143,Dwarf
6124.567949163871,7.98,0.5449861231844996,2.744,9.0972,Dwarf
4459.247687994496,28.06,1.4035946147315297,1.891,112.48051428571428,Other
6321.63207100044,4.81,0.4099234642647663,3.248,3.305157142857142,Dwarf
6580.881646344008,3.09,0.3156128050694428,3.703,1.3640142857142856,Dwarf
6476.334733465545,2.97,0.31441871825413653,3.791,1.2601285714285717,Dwarf
5020.665377025431,21.65,1.095032802772734,1.929,66.96035714285713,Other
6429.990488239978,5.48,0.4301692918147543,3.096,4.290057142857143,Other
6923.130335795766,3.92,0.3379091730159595,3.466,2.1952,Dwarf
4646.406583192409,43.52,1.6775933235576062,1.326,270.5700571428572,Giant
6890.909742467767,11.76,0.5880124954417658,2.222,19.7568,Other
3826.899847762993,614.27,7.6523004256410205,-0.954,53903.947557142856,Giant
5709.878385699596,1.43,0.2474574971966783,4.671,0.2921285714285714,Other
5471.658760735893,0.69,0.17937627302598985,5.519,0.06801428571428571,Other
5458.684449122721,0.77,0.189940172725632,5.393,0.0847,Dwarf
7146.614357201202,10.05,0.5241337662041895,2.403,14.428928571428573,Dwarf
6869.609713098875,5.68,0.40992231398455087,3.043,4.6089142857142855,Other
5357.203370465492,0.54,0.16207581056207893,5.842,0.04165714285714286,Dwarf
6843.184916139754,8.07,0.4904987980072691,2.679,9.303557142857144,Dwarf
6610.032095033048,3.4,0.3296061800543827,3.591,1.6514285714285712,Dwarf
13348.432762651251,3312.08,5.094242169704929,-2.632,1567124.8466285714,Dwarf
6901.613675080667,4.25,0.35294194542148993,3.382,2.580357142857143,Dwarf
6481.0089238789,7.13,0.4868123655186513,2.798,7.262414285714286,Dwarf
4961.823396560386,0.32,0.13470792370817036,6.498,0.01462857142857143,Dwarf
7270.368603524201,5.26,0.372731329071316,3.075,3.9525142857142854,Dwarf
4523.4674436399055,58.0,1.9893077911609165,1.073,480.57142857142856,Dwarf
6674.161523966186,4.07,0.35715764227367863,3.44,2.366414285714286,Other
6132.8607634715145,5.64,0.45754720091964,3.176,4.544228571428571,Other
5458.684449122721,0.61,0.16905825562135465,5.669,0.053157142857142854,Dwarf
6330.511244265693,5.74,0.44717407510758916,3.107,4.7068,Dwarf
6890.909742467767,9.91,0.5397836447266292,2.409,14.029728571428572,Dwarf
5796.756141116504,0.8,0.18231374761026542,5.365,0.09142857142857144,Other
6238.600489616528,17.51,0.7925293486198758,1.859,43.80001428571429,Dwarf
6295.155047096477,2.3,0.2846537717148201,4.072,0.7557142857142856,Dwarf
6571.2265712965645,2.92,0.30725887764855836,3.816,1.2180571428571427,Dwarf
6566.410523451448,3.77,0.3493832658486684,3.49,2.0304142857142855,Dwarf
5815.213657459187,2.56,0.3250975993934524,4.025,0.9362285714285715,Dwarf
6379.832130149707,4.88,0.4091288595322869,3.282,3.4020571428571427,Dwarf
5188.940317125446,1.79,0.30465428837839176,4.568,0.45772857142857143,Dwarf
6116.299236564012,6.65,0.49817456872798876,2.929,6.317500000000001,Dwarf
6416.2266051943725,8.14,0.5254022937137188,2.695,9.465657142857143,Dwarf
6571.2265712965645,8.55,0.5257703262417084,2.619,10.443214285714287,Dwarf
6145.345417921852,5.58,0.4541823535206096,3.145,4.448057142857143,Other
6649.3373937737115,7.52,0.48729281289175824,2.734,8.07862857142857,Dwarf
5618.849101639487,0.73,0.17966915150665252,5.444,0.07612857142857142,Dwarf
6939.363792099612,5.04,0.3822566665425824,3.142,3.6288000000000005,Dwarf
6790.991757348858,12.88,0.6244306094121637,2.132,23.6992,Dwarf
6669.180639456661,8.82,0.5261641660918572,2.599,11.1132,Other
7077.934811525072,8.48,0.4861282094811342,2.622,10.272914285714288,Dwarf
6166.275261730199,2.43,0.29870306907324573,4.053,0.8435571428571429,Dwarf
5439.345532700263,0.68,0.17912956199502827,5.508,0.06605714285714287,Dwarf
5540.868563262799,1.15,0.22868123431306275,4.947,0.1889285714285714,Other
5878.923296069901,1.67,0.25972867347766054,4.465,0.3984142857142857,Dwarf
4946.028080378716,61.63,1.8754218084390355,0.811,542.6081285714287,Giant
6950.232159734053,4.91,0.3767045710940209,3.238,3.4440142857142857,Giant
6518.666810496872,4.12,0.36791651284450216,3.388,2.424914285714286,Dwarf
6699.1874132057255,9.18,0.534390425911825,2.547,12.038914285714284,Dwarf
6619.8111716624835,18.06,0.7585299394763484,1.782,46.5948,Giant
5760.215100621892,0.91,0.19567775205070553,5.196,0.1183,Dwarf
5871.3504069152605,1.12,0.2129759023023139,4.916,0.17920000000000003,Dwarf
5001.783153331151,199.25,3.3345233376879295,-0.483,5671.508928571428,Giant
5320.175641469432,10.6,0.7230801141904007,2.595,16.05142857142857,Dwarf
9444.250091007687,112.75,1.3284654132723315,-0.225,1816.080357142857,Dwarf
5774.772144722433,0.8,0.18300779833116126,5.29,0.09142857142857144,Dwarf
6282.006031517798,3.85,0.3690553211057052,3.496,2.1175,Dwarf
5971.461669160834,11.2,0.6621979289642101,2.377,17.919999999999998,Dwarf
6162.077018642838,2.45,0.3001341240180456,4.01,0.8575000000000002,Other
6955.680236822806,5.49,0.39802103009451995,3.12,4.305728571428572,Dwarf
6010.950108453165,3.86,0.38619796834411196,3.534,2.1285142857142856,Dwarf
5886.51717398861,12.34,0.7051128350893281,2.265,21.753657142857143,Dwarf
6495.075374721187,2.38,0.28064915495081105,4.063,0.8091999999999999,Dwarf
5971.461669160834,1.69,0.2572303206655028,4.457,0.40801428571428566,Dwarf
7405.14119931661,5.43,0.37181424676962377,3.036,4.212128571428571,Dwarf
4336.381646428318,55.18,2.0240573148804355,1.227,434.9760571428571,Giant
6022.906354554397,8.52,0.5726287414517288,2.679,10.37005714285714,Other
6339.41737988136,11.73,0.6383503717431468,2.307,19.656128571428575,Other
6225.704592092701,1.57,0.23780488531476987,4.487,0.35212857142857146,Dwarf
6537.6738922951345,3.8,0.35231245803093747,3.549,2.0628571428571427,Dwarf
5692.1283528279655,1.31,0.23758576653460087,4.772,0.24515714285714288,Dwarf
6003.007577026521,1.64,0.25206496604060863,4.476,0.38422857142857136,Dwarf
4935.556864316527,15.74,0.9497857727406863,2.3,35.392514285714284,Giant
6157.884926860698,11.27,0.6441542029793371,2.358,18.144699999999997,Dwarf
7083.603180377171,30.69,0.9240674565286666,1.166,134.5537285714286,Giant
5752.9660132222925,2.1,0.2976304046059284,4.274,0.63,Other
6890.909742467767,4.44,0.361305339062535,3.303,2.8162285714285717,Dwarf
5738.526293577476,1.44,0.24708155499555468,4.665,0.2962285714285714,Dwarf
4281.439475515942,406.0,5.560740947414102,-0.894,23548.0,Giant
5226.992979185687,4.82,0.4962848960751358,3.479,3.318914285714286,Dwarf
5991.135976741194,1.48,0.23992811215858473,4.604,0.3129142857142857,Dwarf
6352.827420303602,2.62,0.3010530586004159,3.945,0.9806285714285715,Dwarf
6162.077018642838,2.37,0.29519330711689185,4.051,0.8024142857142857,Dwarf
5815.213657459187,0.93,0.19594548198672812,5.137,0.12355714285714288,Dwarf
6063.132553027214,1.34,0.22558737566113138,4.675,0.25651428571428575,Dwarf
5171.575306701461,0.51,0.16316300329957623,5.916,0.037157142857142854,Dwarf
6162.077018642838,1.49,0.23405906604619217,4.583,0.31715714285714286,Dwarf
5554.2639690201895,1.09,0.22209878807595793,5.016,0.16972857142857145,Dwarf
7234.535498341698,6.01,0.4003925976447276,2.929,5.160014285714285,Dwarf
6303.954099405309,7.75,0.5217918178377662,2.732,8.580357142857142,Other
6112.1738840087655,107.39,2.003298546949684,-0.082,1647.5160142857144,Other
6116.299236564012,18.0,0.8196094995992547,1.849,46.285714285714285,Other
4046.028306907538,198.68,4.116305643968545,0.057,5639.106057142858,Giant
6566.410523451448,5.55,0.4239141531461134,3.073,4.400357142857143,Dwarf
5863.798415522793,2.21,0.29955499157798166,4.175,0.6977285714285715,Dwarf
6286.382449166465,5.5,0.4407983919328207,3.127,4.321428571428571,Dwarf
6361.8015283728,12.96,0.6686238137152299,2.226,23.994514285714292,Dwarf
6229.996835452296,2.63,0.30757391730550854,3.942,0.9881285714285714,Dwarf
6490.379226503312,6.79,0.47437770526573547,2.814,6.5863000000000005,Dwarf
5224.04480046726,3.57,0.4273529154109518,3.8,1.8207,Dwarf
5235.858777497887,0.71,0.19015191605778572,5.538,0.07201428571428571,Other
6664.207804620363,17.24,0.7361724413991729,1.828,42.45965714285713,Dwarf
6260.222136267419,6.57,0.4837849976697819,2.977,6.1664142857142865,Dwarf
6780.656605633341,2.93,0.298278200983068,3.805,1.226414285714286,Other
4728.378414102225,105.29,2.5641344436886775,0.314,1583.7120142857145,Giant
5445.775584185253,12.95,0.780790641872399,2.346,23.9575,Dwarf
6499.778878315434,4.84,0.39992960509353637,3.262,3.3465142857142856,Dwarf
6242.911930373659,7.43,0.5159013380741947,2.822,7.886414285714285,Dwarf
5848.756764712992,3.55,0.38063618485498896,3.662,1.8003571428571428,Dwarf
6481.0089238789,3.14,0.32305886305459636,3.782,1.4085142857142858,Other
5681.534894540597,1.1,0.21811730346375172,5.039,0.17285714285714288,Dwarf
6639.4636614588035,3.06,0.3113057702410219,3.708,1.3376571428571429,Dwarf
6719.355133622976,32.05,0.9955105743561173,1.148,146.74321428571426,Giant
5028.804089770287,0.42,0.1522717658179355,6.192,0.025199999999999997,Dwarf
5375.923897382751,0.69,0.18257061939597835,5.526,0.06801428571428571,Dwarf
5615.409874103602,2.02,0.29905679808289237,4.329,0.5829142857142857,Other
6669.180639456661,3.05,0.30941181591500405,3.775,1.3289285714285712,Dwarf
5510.979622382693,1.32,0.246330175444753,4.824,0.24891428571428573,Dwarf
7038.53102186324,10.12,0.5340324937307349,2.375,14.63062857142857,Dwarf
5745.736438323962,1.12,0.2176320066310934,4.926,0.17920000000000003,Dwarf
5818.920291605021,1.45,0.24451249017778068,4.683,0.3003571428571429,Other
6051.004142461989,1.38,0.22938845097573113,4.697,0.27205714285714283,Dwarf
10941.168527683778,85.55,0.9988626064098207,0.37,1045.5432142857142,Dwarf
6490.379226503312,13.38,0.6659129175077062,2.147,25.57491428571429,Dwarf
6504.489755441917,13.46,0.6664518098058937,2.117,25.881657142857144,Dwarf
6407.085991242047,10.07,0.5852125595759259,2.462,14.486414285714288,Other
6420.80748744367,9.28,0.560587997462496,2.545,12.30262857142857,Other
5134.371181493917,8.46,0.6693563305013106,2.912,10.224514285714289,Dwarf
4803.575140831074,107.1,2.545596718868143,0.271,1638.6299999999997,Giant
5841.266925975904,2.75,0.33544301289445944,3.938,1.0803571428571428,Other
6046.972924424451,1.86,0.26648815116435054,4.367,0.4942285714285715,Dwarf
6988.564781536702,6.25,0.4226797765120619,2.979,5.580357142857143,Other
6343.880598874681,3.88,0.36687685814680976,3.542,2.1506285714285713,Dwarf
6811.764999302448,42.68,1.1332141908062199,0.834,260.22605714285714,Dwarf
6843.184916139754,8.9,0.5151054956895065,2.576,11.315714285714288,Dwarf
6457.710627208462,7.33,0.49537360558132293,2.858,7.675557142857143,Dwarf
5782.080268532745,8.52,0.59647897045976,2.711,10.37005714285714,Dwarf
5756.588112693915,2.4,0.3179800842299116,4.108,0.8228571428571428,Dwarf
6042.9474773972215,6.95,0.5154695771497393,2.918,6.9003571428571435,Other
4891.572509518791,0.26,0.12316792759284932,6.759,0.009657142857142859,Dwarf
6694.165970714352,9.42,0.5417369163733332,2.525,12.676628571428571,Dwarf
6610.032095033048,16.04,0.715909407725561,1.908,36.75451428571428,Other
5667.475723314452,0.87,0.1944596114002034,5.239,0.10812857142857143,Dwarf
5983.249561845766,2.07,0.2841237321506203,4.226,0.6121285714285714,Dwarf
6724.417656800524,23.39,0.8498061833843454,1.485,78.15601428571429,Dwarf
5379.057545046074,1.34,0.25427617188863316,4.831,0.25651428571428575,Other
6709.254841251118,6.53,0.45003030295359775,2.909,6.091557142857143,Dwarf
5905.594296749442,1.87,0.27360035122600196,4.341,0.4995571428571429,Dwarf
6178.907041144341,5.05,0.42972783291825994,3.26,3.6432142857142855,Dwarf
5856.2672314306565,1.72,0.2646078920570945,4.444,0.4226285714285714,Other
6221.418717992989,2.17,0.2797691936692814,4.133,0.6727,Other
5826.348777503776,2.27,0.3055455095368675,4.133,0.7361285714285714,Other
5120.2127178157225,108.3,2.4015170815797244,0.141,1675.5557142857142,Giant
4704.648193540148,27.99,1.3287208559830634,1.772,111.92001428571427,Dwarf
6132.8607634715145,10.0,0.6092511405411604,2.522,14.285714285714286,Dwarf
5897.947545206088,3.77,0.3889817493292689,3.567,2.0304142857142855,Dwarf
5168.693131175699,0.77,0.20059683188915678,5.479,0.0847,Other
5250.7063834266155,3.91,0.4449693537486359,3.705,2.184014285714286,Dwarf
8361.674123683038,12.66,0.5027858776306819,2.111,22.896514285714286,Dwarf
6561.602109895485,2.39,0.27838672032939665,4.039,0.8160142857142858,Dwarf
6384.357040814874,3.55,0.3487036277628063,3.581,1.8003571428571428,Dwarf
6321.63207100044,5.95,0.45592008295059344,3.017,5.0575,Giant
6928.532308056115,7.14,0.455687709429043,2.759,7.2828,Other
6644.396553608211,2.95,0.3054322696701899,3.8,1.2432142857142858,Dwarf
5804.124059950326,1.26,0.22851148973519644,4.796,0.22680000000000003,Other
6448.441918845357,11.03,0.6085446090299961,2.339,17.380128571428568,Dwarf
4914.754539002156,0.48,0.16656288784787754,6.087,0.032914285714285715,Dwarf
5501.092963336511,1.73,0.28250980352968624,4.532,0.42755714285714286,Dwarf
6264.565874307395,3.74,0.3647575386437714,3.569,1.9982285714285717,Dwarf
6528.155383829912,8.89,0.5396595330204551,2.604,11.290300000000002,Dwarf
6026.903140414548,2.67,0.3203471573184883,3.938,1.0184142857142857,Other
6874.921300446744,3.86,0.33766447909033986,3.49,2.1285142857142856,Dwarf
7089.281444250377,9.41,0.5112720473158501,2.52,12.649728571428572,Dwarf
6370.803054295158,2.65,0.30191744883348254,3.905,1.0032142857142856,Dwarf
6397.973464345886,6.27,0.4624351009739693,2.946,5.61612857142857,Dwarf
5452.221868211128,0.6,0.16786554336900994,5.738,0.05142857142857143,Dwarf
4308.727009145039,4.76,0.5982930432089596,3.862,3.2367999999999997,Dwarf
5295.7915839616435,6.32,0.5609021565404242,3.175,5.706057142857143,Dwarf
5963.630750076432,4.48,0.419360689167353,3.393,2.8672000000000004,Other
6639.4636614588035,4.59,0.38127014553729993,3.335,3.009728571428571,Dwarf
5991.135976741194,2.47,0.30995507797865557,4.02,0.871557142857143,Dwarf
6388.888888888889,4.07,0.37310521993880325,3.501,2.366414285714286,Dwarf
